Year,age_at_event mean,Average Net Result mean,Mark mean,Mark min,Mark var,current_match_ranking mean,current_match_ranking min,Average Rank mean,efficiency mean,Athlete,Nat,Years to Olympics,Olympic Ranking,Finalist_weight
2007,27,10.445,10.205,10.2,5.00E-05,2.5,2,16723.5,0,Marquis DAVIS,1144.561396,2,9,0
2007,22,10.354,10.24,10.16,0.0029,1.6,1,23050.8,0.8,Martial MBANDJOCK,1138.013621,2,9,0
2008,23,10.21642857,10.185,10.06,0.004026923,2.071428571,1,15521.14286,0.928571429,Martial MBANDJOCK,1138.013621,1,9,0
2009,24,10.28785714,10.21785714,10.11,0.003556593,3.357142857,1,19939.85714,0.857142857,Martial MBANDJOCK,1138.013621,4,9,0
2010,25,10.20642857,10.17857143,10.08,0.003920879,3.214285714,1,14726.71429,0.928571429,Martial MBANDJOCK,1138.013621,3,9,0
2011,26,10.356,10.188,10.13,0.00322,2.4,1,15555.2,0.8,Martial MBANDJOCK,1138.013621,2,9,0
2008,22,10.38,10.25,10.15,0.00292,1.166666667,1,24820,0.833333333,Martin KELLER,1124.962329,1,9,0
2009,23,10.38,10.15,10.15,0,4,4,10382,0,Martin KELLER,1124.962329,4,9,0
2010,24,10.52,10.29,10.29,0,2,2,31544,0,Martin KELLER,1124.962329,3,9,0
2012,26,10.42,10.275,10.26,0.00045,1.5,1,28567,0.5,Martin KELLER,1124.962329,1,9,0
2013,27,10.31571429,10.16571429,9.99,0.011661905,1.428571429,1,15286.57143,0.714285714,Martin KELLER,1124.962329,4,9,0
2014,28,10.394,10.226,10.2,0.00138,2.6,1,20283.2,0.8,Martin KELLER,1124.962329,3,9,0
2015,29,10.59,10.23,10.16,0.0049,3.333333333,1,21914,0,Martin KELLER,1124.962329,2,9,0
2003,21,10.26,10.24,10.24,0,1,1,22081,1,Marvin ANDERSON,1151.202683,2,9,0
2004,22,10.56,10.29,10.29,0,6,6,31544,0,Marvin ANDERSON,1151.202683,1,9,0
2005,23,10.25,10.28,10.28,0,1,1,29380,1,Marvin ANDERSON,1151.202683,4,9,0
2007,25,10.33333333,10.13833333,10.03,0.007336667,2.166666667,1,11236.33333,0.5,Marvin ANDERSON,1151.202683,2,9,0
2008,26,10.275,10.16,10.11,0.004733333,2.5,1,12683.25,0.75,Marvin ANDERSON,1151.202683,1,9,0
2009,27,10.2575,10.22,10.18,0.002333333,3.5,3,19629,0.75,Marvin ANDERSON,1151.202683,4,9,0
2010,28,10.325,10.235,10.21,0.00125,1.5,1,21505,1,Marvin ANDERSON,1151.202683,3,9,0
2015,33,10.38,10.29,10.29,0,1,1,31544,1,Marvin ANDERSON,1151.202683,2,9,0
2010,17,10.47,10.19,10.19,0,1,1,14702,0,Marvin BRACY,1144.561396,3,9,0
2011,18,10.405,10.18666667,10.05,0.010306667,1,1,17524.66667,0.166666667,Marvin BRACY,1144.561396,2,9,0
2012,19,10.335,10.155,10.06,0.01805,1,1,13951,0.5,Marvin BRACY,1144.561396,1,9,0
2013,20,10.2925,10.1675,10.09,0.002758333,1.5,1,12825.25,0.75,Marvin BRACY,1144.561396,4,9,0
2014,21,10.25363636,10.18454545,10.08,0.005027273,2,1,15880.72727,1,Marvin BRACY,1144.561396,3,9,0
2015,22,10.114,9.978,9.93,0.00572,1.4,1,2134,0.8,Marvin BRACY,1144.561396,2,9,0
2016,23,10.173,10.084,9.94,0.008426667,2.6,1,7201,0.8,Marvin BRACY,1144.561396,1,9,0
2021,28,10.08941176,10.00588235,9.85,0.008663235,2.294117647,1,3316.470588,0.882352941,Marvin BRACY,1144.561396,1,9,0
2015,20,10.575,10.27,10.26,0.0002,1,1,27485,0.5,Marvin REN¨¦,1138.013621,2,9,0
2017,22,10.27,10.21,10.21,0,2,2,17420,1,Marvin REN¨¦,1138.013621,5,9,0
2018,23,10.36333333,10.21333333,10.16,0.002066667,1.5,1,18623.16667,0.833333333,Marvin REN¨¦,1138.013621,4,9,0
2020,25,10.45,10.29,10.29,0,1,1,31544,1,Marvin REN¨¦,1138.013621,2,9,0
2021,26,10.45,10.212,10.07,0.00952,1.6,1,20672.8,0.6,Marvin REN¨¦,1138.013621,1,9,0
2019,20,10.40166667,10.22666667,10.12,0.004626667,1.833333333,1,21541.66667,0.5,Marvin SCHULTE,1124.962329,3,9,0
2021,22,10.3675,10.2325,10.19,0.001491667,1,1,21291,0.75,Marvin SCHULTE,1124.962329,1,9,0
2009,21,10.31142857,10.17714286,10.07,0.006357143,1,1,15274.57143,0.857142857,Masashi ERIGUCHI,1127.759152,4,9,0
2010,22,10.3725,10.2325,10.16,0.002491667,1,1,21627.25,0.75,Masashi ERIGUCHI,1127.759152,3,9,0
2011,23,10.3975,10.2,10.14,0.004,1.25,1,17286.5,0.75,Masashi ERIGUCHI,1127.759152,2,9,0
2012,24,10.31777778,10.26666667,10.18,0.001775,1.666666667,1,27536.55556,1,Masashi ERIGUCHI,1127.759152,1,9,0
2013,25,10.4,10.24666667,10.15,0.007033333,2,1,25267.33333,0.666666667,Masashi ERIGUCHI,1127.759152,4,9,0
2014,26,10.406,10.268,10.24,0.00037,1.8,1,27209.4,1,Masashi ERIGUCHI,1127.759152,3,9,0
2001,21,10.56,10.21,10.21,0,,,17420,0,Matic OSOVNIKAR,1118.578125,4,9,0
2003,23,10.36,10.22,10.22,0,1,1,18909,1,Matic OSOVNIKAR,1118.578125,2,9,0
2004,24,10.44555556,10.21222222,10.08,0.004169444,1.666666667,1,19231.44444,0.555555556,Matic OSOVNIKAR,1118.578125,1,9,0
2005,25,10.37333333,10.27,10.24,0.0009,1,1,27803,1,Matic OSOVNIKAR,1118.578125,4,9,0
2006,26,10.35875,10.225,10.12,0.0042,2.5,1,21148.625,0.75,Matic OSOVNIKAR,1118.578125,3,9,0
2007,27,10.28142857,10.23,10.13,0.002415385,2.928571429,1,21376.78571,0.928571429,Matic OSOVNIKAR,1118.578125,2,9,0
2008,28,10.38333333,10.21333333,10.16,0.002133333,2.333333333,1,18516,0.666666667,Matic OSOVNIKAR,1118.578125,1,9,0
2009,29,10.41,10.13,10.04,0.0162,1,1,11072.5,0,Matic OSOVNIKAR,1118.578125,4,9,0
2011,31,10.47,10.3,10.3,0,1,1,33876,1,Matic OSOVNIKAR,1118.578125,2,9,0
1997,19,10.41,10.29,10.29,0,1,1,31544,1,Matt SHIRVINGTON,1123.370066,4,9,0
1998,20,10.32769231,10.17923077,10.03,0.006541026,2,1,15680.23077,0.615384615,Matt SHIRVINGTON,1123.370066,3,9,0
1999,21,10.2375,10.201875,10.07,0.00385625,2.666666667,1,17695.625,0.875,Matt SHIRVINGTON,1123.370066,2,9,0
2000,22,10.28833333,10.225,10.11,0.003085294,2.466666667,1,20861.94444,0.944444444,Matt SHIRVINGTON,1123.370066,1,9,0
2001,23,10.32846154,10.24153846,10.11,0.004080769,2.307692308,1,23952.23077,0.846153846,Matt SHIRVINGTON,1123.370066,4,9,0
2002,24,10.37,10.19,10.19,0,3,3,14702,1,Matt SHIRVINGTON,1123.370066,3,9,0
2003,25,10.30272727,10.22454545,10.09,0.003647273,2.090909091,1,20923.18182,0.909090909,Matt SHIRVINGTON,1123.370066,2,9,0
2004,26,10.64,10.27,10.27,0,1,1,27452,0,Matt SHIRVINGTON,1123.370066,1,9,0
2005,27,10.57,10.29,10.29,0,2,2,31544,0,Matt SHIRVINGTON,1123.370066,4,9,0
2006,28,10.4,10.28,10.26,0.000266667,3,1,29556.5,0.5,Matt SHIRVINGTON,1123.370066,3,9,0
2007,29,10.46,10.28,10.28,0,5,5,29380,1,Matt SHIRVINGTON,1123.370066,2,9,0
2021,19,10.41,10.27666667,10.25,0.000533333,2.666666667,2,28952.66667,0.666666667,Matteo MELLUZZO,1129.9002,1,9,0
2019,19,10.34,10.1575,9.97,0.006365909,1,1,12973.08333,0.583333333,Matthew BOLING,1144.561396,3,9,0
2021,21,10.32444444,10.15333333,9.97,0.0067,3.333333333,1,12426.55556,0.666666667,Matthew BOLING,1144.561396,1,9,0
1998,22,10.33,10.25333333,10.19,0.003233333,2,1,25343.33333,0.666666667,Matthew QUINN,1140.91766,3,9,0
1999,23,10.23818182,10.19363636,10.08,0.005185455,2,1,17021.36364,0.909090909,Matthew QUINN,1140.91766,2,9,0
2000,24,10.38466667,10.252,10.17,0.001402857,2.071428571,1,24703.73333,0.733333333,Matthew QUINN,1140.91766,1,9,0
2002,26,10.38,10.3,10.3,0,3,3,33876,1,Matthew QUINN,1140.91766,3,9,0
2003,27,10.34,10.275,10.27,5.00E-05,4,4,28416,1,Matthew QUINN,1140.91766,2,9,0
1995,21,10.27111111,10.17555556,9.88,0.014252778,2.666666667,1,16534.11111,0.777777778,Maurice GREENE,1144.561396,2,7,1
1996,22,10.27166667,10.16166667,10.08,0.002616667,4,1,12284.83333,0.833333333,Maurice GREENE,1144.561396,1,7,1
1997,23,10.08444444,10.03,9.86,0.0168,2.25,1,6130,0.944444444,Maurice GREENE,1144.561396,4,1,1
1998,24,9.994666667,9.976666667,9.79,0.010895238,1.461538462,1,2870,0.866666667,Maurice GREENE,1144.561396,3,1,1
1999,25,10.015625,9.9725,9.79,0.02062,1.125,1,4470.5625,0.875,Maurice GREENE,1144.561396,2,1,1
2000,26,10,10.02176471,9.86,0.013465441,1.4,1,4918,0.941176471,Maurice GREENE,1144.561396,1,1,1
2001,27,9.989166667,9.950833333,9.82,0.007426515,1.083333333,1,1831.666667,0.833333333,Maurice GREENE,1144.561396,4,3,1
2002,28,10.09,10.05866667,9.88,0.012355238,2.266666667,1,6548.533333,0.866666667,Maurice GREENE,1144.561396,3,3,1
2003,29,10.095,10.07833333,9.94,0.006616667,2.333333333,1,6224.5,1,Maurice GREENE,1144.561396,2,3,1
2004,30,10.02722222,9.993333333,9.78,0.012070588,1.444444444,1,3448.444444,0.888888889,Maurice GREENE,1144.561396,1,3,1
2010,21,10.3125,10.18,10.04,0.007885714,1.5,1,16068.75,0.625,Maurice MITCHELL,1144.561396,3,9,0
2011,22,10.24,10.16111111,10,0.010161111,2.111111111,1,14474.22222,0.888888889,Maurice MITCHELL,1144.561396,2,9,0
2012,23,10.25818182,10.17454545,10.03,0.004107273,1.818181818,1,14226.36364,0.818181818,Maurice MITCHELL,1144.561396,1,9,0
2013,24,10.42,10.2,10.2,0,1,1,16027,0,Maurice MITCHELL,1144.561396,4,9,0
2014,25,10.26,10.18444444,10.04,0.009002778,3.111111111,1,16974,0.888888889,Maurice MITCHELL,1144.561396,3,9,0
2015,26,10.35,10.27,10.27,0,4,4,27452,1,Maurice MITCHELL,1144.561396,2,9,0
1987,23,10.295,10.19,10.09,0.006733333,1,1,16704.5,1,Max MORINI¨¦RE,1138.013621,2,9,0
1989,25,10.41,10.22,10.21,0.0002,2,2,18950,1,Max MORINI¨¦RE,1138.013621,4,9,0
1990,26,10.2775,10.2075,10.15,0.003491667,3.25,1,18163.75,0.75,Max MORINI¨¦RE,1138.013621,3,9,0
1991,27,10.555,10.26,10.24,0.0008,3.5,2,25730.5,0.5,Max MORINI¨¦RE,1138.013621,2,9,0
1992,28,10.48,10.3,10.3,0,2,2,33876,1,Max MORINI¨¦RE,1138.013621,1,9,0
2017,19,10.34666667,10.13111111,10.03,0.007186111,2,1,10693.11111,0.333333333,Maxwell WILLIS,1144.561396,5,9,0
2018,20,10.25,10.12,10.12,0,1,1,7744,1,Maxwell WILLIS,1144.561396,4,9,0
2019,21,10.29,10.21,10.21,0,3,3,17420,1,Maxwell WILLIS,1144.561396,3,9,0
1978,19,10.27,10.09,10.09,0,2,2,5722,1,Mel LATTANY,1144.561396,3,9,0
1979,20,10.305,10.25,10.16,0.00256,1.833333333,1,24712,1,Mel LATTANY,1144.561396,2,9,0
1980,21,10.30714286,10.25142857,10.14,0.001828571,1.714285714,1,24809.42857,1,Mel LATTANY,1144.561396,1,9,0
1981,22,10.20047619,10.17333333,10.04,0.007823333,1.333333333,1,15461.09524,0.857142857,Mel LATTANY,1144.561396,4,9,0
1982,23,10.24333333,10.22333333,10.14,0.006433333,1.333333333,1,21275.66667,1,Mel LATTANY,1144.561396,3,9,0
1983,24,10.261,10.135,9.95,0.011694444,1.4,1,12012.8,0.8,Mel LATTANY,1144.561396,2,9,0
1984,25,10.2425,10.155,9.96,0.014142857,1.125,1,14686.875,0.625,Mel LATTANY,1144.561396,1,9,0
1985,26,10.31,10.27,10.27,0,1,1,27452,1,Mel LATTANY,1144.561396,4,9,0
1987,28,10.385,10.245,10.23,0.00045,1.5,1,23035,1,Mel LATTANY,1144.561396,2,9,0
2019,22,10.66,10.23,10.23,0,1,1,20480,0,Melbin MARCELINO,1129.119266,3,9,0
2016,22,10.555,10.215,10.15,0.00845,1.5,1,19881,0.5,Micah LARKINS,1144.561396,1,9,0
2017,23,10.466,10.248,10.2,0.00117,2,1,23846.2,0.2,Micah LARKINS,1144.561396,5,9,0
2018,24,10.33777778,10.17222222,10.02,0.005519444,3.222222222,1,14334.55556,0.888888889,Micah LARKINS,1144.561396,4,9,0
2019,25,10.38333333,10.18166667,10.1,0.006536667,1.166666667,1,15853.16667,0.5,Micah LARKINS,1144.561396,3,9,0
2019,18,10.17,10.21,10.21,0,1,1,17420,1,Micah WILLIAMS,1144.561396,3,9,0
2021,20,10.159,10.04,9.91,0.004933333,2.2,1,4001.7,0.7,Micah WILLIAMS,1144.561396,1,9,0
2019,21,10.34,10.29,10.29,0,1,1,31544,1,Micaiah HARRIS,1144.561396,3,9,0
2021,23,10.37666667,10.19666667,10.11,0.007233333,1,1,17474.66667,0.333333333,Micaiah HARRIS,1144.561396,1,9,0
1990,21,10.32,10.23,10.23,0,2,1,20480,1,Michael BATES,1144.561396,3,9,0
1991,22,10.28666667,10.22166667,10.17,0.000736667,1.6,1,19417.83333,1,Michael BATES,1144.561396,2,9,0
1992,23,10.29,10.245,10.24,5.00E-05,2.5,1,22925.5,1,Michael BATES,1144.561396,1,9,0
2001,19,10.57666667,10.27333333,10.26,0.000133333,2.333333333,2,28116.66667,0.333333333,Michael FRATER,1151.202683,4,9,0
2002,20,10.33375,10.19375,10.05,0.007741071,2.25,1,17748.875,0.625,Michael FRATER,1151.202683,3,9,0
2003,21,10.296,10.214,10.13,0.00263,2.6,1,18855.2,0.8,Michael FRATER,1151.202683,2,9,0
2004,22,10.22384615,10.16769231,10.06,0.004369231,3.076923077,1,13605.92308,0.846153846,Michael FRATER,1151.202683,1,9,0
2005,23,10.21590909,10.14363636,10.03,0.006900433,3,1,12024.40909,0.909090909,Michael FRATER,1151.202683,4,6,1
2006,24,10.23294118,10.20352941,10.06,0.006874265,3.294117647,1,19101.29412,1,Michael FRATER,1151.202683,3,6,1
2007,25,10.19333333,10.15166667,9.95,0.007497059,3.444444444,1,12732,0.944444444,Michael FRATER,1151.202683,2,6,1
2008,26,10.1164,10.1084,9.97,0.007455667,2.96,1,8997.92,1,Michael FRATER,1151.202683,1,6,1
2009,27,10.197,10.1615,10.02,0.006739737,3.9,1,13848.15,0.9,Michael FRATER,1151.202683,4,9,0
2010,28,10.21086957,10.15608696,9.94,0.011143083,2.217391304,1,14240.30435,0.826086957,Michael FRATER,1151.202683,3,9,0
2011,29,10.11368421,10.07684211,9.86,0.014467251,2.631578947,1,8175.421053,0.894736842,Michael FRATER,1151.202683,2,9,0
2012,30,10.1475,10.080625,9.94,0.004872917,2.6875,1,6229.125,1,Michael FRATER,1151.202683,1,9,0
2013,31,10.49,10.2,10.2,0,2,2,16027,0,Michael FRATER,1151.202683,4,9,0
2015,33,10.396,10.236,10.14,0.003137778,4,1,22636.5,0.7,Michael FRATER,1151.202683,2,9,0
2016,34,10.28,10.192,10.04,0.00902,4.4,1,17637.2,1,Michael FRATER,1151.202683,1,9,0
2010,19,10.35,10.295,10.29,3.33E-05,2.5,1,32710,1,Michael GRANGER,1144.561396,3,9,0
2011,20,10.435,10.2225,10.16,0.002158333,2.5,1,19957,0.5,Michael GRANGER,1144.561396,2,9,0
2012,21,10.2,10.18,10.17,0.0002,1,1,13574,1,Michael GRANGER,1144.561396,1,9,0
1991,21,10.43333333,10.13666667,10.02,0.010433333,2,1,11158.66667,0.333333333,Michael GREEN,1151.202683,2,9,0
1992,22,10.29,10.14666667,10.08,0.004933333,1.333333333,1,11175.33333,0.666666667,Michael GREEN,1151.202683,1,9,0
1993,23,10.284,10.118,10.01,0.006306667,2,1,9251.4,0.6,Michael GREEN,1151.202683,4,9,0
1994,24,10.24083333,10.17916667,10.04,0.007735606,2.8,1,16048.25,0.833333333,Michael GREEN,1151.202683,3,9,0
1995,25,10.20208333,10.1875,10.06,0.004515217,2.875,1,16122.79167,0.916666667,Michael GREEN,1151.202683,2,9,0
1996,26,10.175,10.148125,10.04,0.00453625,3.0625,1,11597.4375,0.9375,Michael GREEN,1151.202683,1,9,0
1997,27,10.3,10.18375,10.02,0.005826786,3.333333333,1,15739.375,0.75,Michael GREEN,1151.202683,4,9,0
1998,28,10.346,10.244,10.06,0.004604444,3.625,1,24344.5,0.9,Michael GREEN,1151.202683,3,9,0
1999,29,10.49,10.26,10.24,0.0008,2.5,2,25907,0.75,Michael GREEN,1151.202683,2,9,0
2007,20,10.365,10.2025,10.16,0.002158333,4.5,3,17082.75,0.5,Michael LEBLANC,1140.106017,2,9,0
2010,23,10.56,10.3,10.3,0,7,7,33876,0,Michael LEBLANC,1140.106017,3,9,0
2012,25,10.46666667,10.27,10.26,0.0001,2,1,27474,0.666666667,Michael LEBLANC,1140.106017,1,9,0
2015,28,10.495,10.29,10.28,0.0002,3,2,31628,0.5,Michael LEBLANC,1140.106017,2,9,0
2016,29,10.6,10.26,10.26,0,2,2,25590,0,Michael LEBLANC,1140.106017,1,9,0
1986,19,10.415,10.225,10.22,5.00E-05,2.5,2,19694.5,1,Michael MARSH,1144.561396,3,9,0
1987,20,10.34666667,10.27,10.26,0.0001,2.666666667,1,27474,1,Michael MARSH,1144.561396,2,9,0
1988,21,10.301,10.151,9.94,0.006832222,2.7,1,12161.9,0.6,Michael MARSH,1144.561396,1,9,0
1989,22,10.26923077,10.19769231,10.07,0.002702564,2.307692308,1,16695.30769,0.923076923,Michael MARSH,1144.561396,4,9,0
1990,23,10.29222222,10.19666667,10.07,0.006,3.111111111,1,17656.88889,0.888888889,Michael MARSH,1144.561396,3,9,0
1991,24,10.28166667,10.155,10,0.00707,3.166666667,1,12660.83333,0.833333333,Michael MARSH,1144.561396,2,9,0
1992,25,10.0575,10.0375,9.93,0.009025,1.75,1,4403.25,0.75,Michael MARSH,1144.561396,1,9,0
1993,26,10.308,10.094,9.97,0.01228,2.6,1,8575.2,0.4,Michael MARSH,1144.561396,4,5,1
1994,27,10.195,10.135,10,0.03645,2.5,1,14703,1,Michael MARSH,1144.561396,3,5,1
1995,28,10.23818182,10.10272727,9.89,0.018221818,2.727272727,1,11123,0.454545455,Michael MARSH,1144.561396,2,5,1
1996,29,10.15428571,10.09428571,9.95,0.010918681,2.538461538,1,8925.928571,0.857142857,Michael MARSH,1144.561396,1,5,1
1997,30,10.178,10.12866667,9.87,0.014155238,3.692307692,1,12105.06667,0.866666667,Michael MARSH,1144.561396,4,9,0
1999,32,10.31,10.1225,10.06,0.004558333,2.5,1,9042.25,0.25,Michael MARSH,1144.561396,2,9,0
2000,33,10.148,10.082,9.9,0.01582,1,1,7994.4,0.8,Michael MARSH,1144.561396,1,9,0
2016,27,10.37,10.24,10.24,0,1,1,22081,1,Michael POHL,1124.962329,1,9,0
2017,28,10.34,10.265,10.26,5.00E-05,1.5,1,26521,1,Michael POHL,1124.962329,5,9,0
2018,29,10.295,10.225,10.22,5.00E-05,2,1,19694.5,1,Michael POHL,1124.962329,4,9,0
2019,30,10.346,10.254,10.23,0.00063,1.8,1,24727.6,1,Michael POHL,1124.962329,3,9,0
2005,20,10.485,10.275,10.25,0.00125,1,1,28823,0.5,Michael RODGERS,1144.561396,4,9,0
2006,21,10.41,10.235,10.18,0.002433333,1.25,1,22019.75,0.5,Michael RODGERS,1144.561396,3,9,0
2007,22,10.25818182,10.18363636,10.1,0.002305455,1.545454545,1,14769.09091,1,Michael RODGERS,1144.561396,2,9,0
2008,23,10.28380952,10.16428571,10.01,0.008815714,3.619047619,2,14770.71429,0.857142857,Michael RODGERS,1144.561396,1,9,0
2009,24,10.12076923,10.06384615,9.85,0.012672615,2.346153846,1,7123.769231,0.807692308,Michael RODGERS,1144.561396,4,9,0
2010,25,10.14782609,10.15043478,9.99,0.004540711,2.869565217,1,11731.86957,0.956521739,Michael RODGERS,1144.561396,3,9,0
2011,26,10.109,9.998,9.85,0.005773333,2,1,2618.3,0.9,Michael RODGERS,1144.561396,2,9,0
2012,27,10.13933333,10.05866667,9.94,0.007212381,2.933333333,1,5548.933333,0.8,Michael RODGERS,1144.561396,1,9,0
2013,28,10.0824,10.0212,9.9,0.009102667,2.32,1,4253.8,0.8,Michael RODGERS,1144.561396,4,9,0
2014,29,10.04142857,10.04333333,9.8,0.016393333,1.80952381,1,6376.285714,0.857142857,Michael RODGERS,1144.561396,3,9,0
2015,30,10.0468,9.992,9.86,0.008658333,2.2,1,3126.8,0.96,Michael RODGERS,1144.561396,2,9,0
2016,31,10.17117647,10.08176471,9.97,0.005702941,3.235294118,1,6495.176471,0.823529412,Michael RODGERS,1144.561396,1,9,0
2017,32,10.14555556,10.11722222,9.98,0.005433007,2.555555556,1,9065.944444,0.944444444,Michael RODGERS,1144.561396,5,9,0
2018,33,10.11791667,10.07083333,9.89,0.009599275,2.791666667,1,6659.541667,1,Michael RODGERS,1144.561396,4,9,0
2019,34,10.12689655,10.11206897,9.97,0.007331281,2.344827586,1,9291.586207,1,Michael RODGERS,1144.561396,3,9,0
2020,35,10.21333333,10.195,10.12,0.00379,2,1,16662.33333,1,Michael RODGERS,1144.561396,2,9,0
2021,36,10.2625,10.197,10,0.007211579,3.95,1,18187.85,0.9,Michael RODGERS,1144.561396,1,9,0
2017,21,10.267,10.183,10.07,0.005601111,2.2,1,15807.5,0.8,Micheal CAMPBELL,1151.202683,5,9,0
2021,25,10.34,10.24,10.24,0,4,4,22081,1,Micheal CAMPBELL,1151.202683,1,9,0
1999,23,10.352,10.244,10.18,0.00303,1.5,1,23787,0.6,Mickey GRIMES,1144.561396,2,9,0
2000,24,10.395,10.2075,10.17,0.001891667,3.333333333,1,17656.75,0.25,Mickey GRIMES,1144.561396,1,9,0
2001,25,10.38,10.215,10.18,0.00245,6,6,18647.5,0.5,Mickey GRIMES,1144.561396,4,9,0
2002,26,10.39666667,10.26,10.18,0.0048,3.666666667,2,27092.33333,1,Mickey GRIMES,1144.561396,3,9,0
2003,27,10.28,10.1875,9.99,0.009421429,2.5,1,17250,1,Mickey GRIMES,1144.561396,2,9,0
2004,28,10.1,10.13,10.12,0.0002,2.5,2,8607.5,1,Mickey GRIMES,1144.561396,1,9,0
2007,31,10.32,10.14416667,9.99,0.010099242,2.333333333,1,12684.83333,0.5,Mickey GRIMES,1144.561396,2,9,0
2008,32,10.38833333,10.22,10.11,0.00372,3.666666667,1,20146.33333,0.666666667,Mickey GRIMES,1144.561396,1,9,0
2009,33,10.65,10.28,10.28,0,7,7,29380,0,Mickey GRIMES,1144.561396,4,9,0
2012,36,10.41,10.145,10.12,0.00125,1,1,10095,0.5,Mickey GRIMES,1144.561396,1,9,0
2013,37,10.375,10.25,10.24,0.0002,3.5,3,23835.5,1,Mickey GRIMES,1144.561396,4,9,0
2014,38,10.47,10.24,10.18,0.0072,1,1,23700.5,0.5,Mickey GRIMES,1144.561396,3,9,0
1978,22,10.29,10.11,10.11,0,4,4,7017,1,Mike ROBERSON,1144.561396,3,9,0
1979,23,10.13333333,10.11333333,10.07,0.004433333,1,1,8151.333333,1,Mike ROBERSON,1144.561396,2,9,0
1980,24,10.3325,10.12,10.08,0.002466667,1.25,1,8328.5,0.5,Mike ROBERSON,1144.561396,1,9,0
1981,25,10.39,10.11,10.11,0,1,1,7017,0,Mike ROBERSON,1144.561396,4,9,0
1983,27,10.34,10.2,10.2,0,4,4,16027,1,Mike ROBERSON,1144.561396,2,9,0
1999,21,10.45,10.22,10.22,0,,,18909,0,Morne NAGEL,1140.91766,2,9,0
2001,23,10.41,10.192,10.15,0.00407,1.8,1,16410.6,0.4,Morne NAGEL,1140.91766,4,9,0
2002,24,10.31375,10.1925,10.13,0.002164286,2.125,1,15848.125,0.625,Morne NAGEL,1140.91766,3,9,0
2003,25,10.31,10.21,10.13,0.0057,3,1,18958.66667,1,Morne NAGEL,1140.91766,2,9,0
2004,26,10.43,10.2,10.2,0,1,1,16027,0,Morne NAGEL,1140.91766,1,9,0
2005,27,10.345,10.26,10.25,0.0002,1,1,25611,0,Morne NAGEL,1140.91766,4,9,0
2013,24,10.46,10.27333333,10.26,0.000533333,2.666666667,1,28352,0.666666667,Mosito LEHATA,1132.472222,4,9,0
2014,25,10.28125,10.23625,10.13,0.002283929,2.125,1,22292.625,1,Mosito LEHATA,1132.472222,3,9,0
2015,26,10.28,10.22571429,10.11,0.006595238,2.571428571,1,22063.71429,0.571428571,Mosito LEHATA,1132.472222,2,9,0
2016,27,10.265,10.1825,10.04,0.00685,1.75,1,16025.375,0.875,Mosito LEHATA,1132.472222,1,9,0
2017,28,10.195,10.145,10.11,0.001633333,1,1,10292.5,1,Mosito LEHATA,1132.472222,5,9,0
2019,30,10.33666667,10.22,10.15,0.0057,1.666666667,1,20559.33333,1,Mosito LEHATA,1132.472222,3,9,0
2017,25,10.62,10.27,10.27,0,4,4,27452,0,Mouhamadou FALL,1138.013621,5,9,0
2018,26,10.34625,10.19875,10.13,0.002926786,1.875,1,16932,0.75,Mouhamadou FALL,1138.013621,4,9,0
2019,27,10.29833333,10.215,10.12,0.00463,2.833333333,1,19709.16667,1,Mouhamadou FALL,1138.013621,3,9,0
2020,28,10.3775,10.235,10.16,0.003366667,2.75,1,22322.75,0.5,Mouhamadou FALL,1138.013621,2,9,0
2021,29,10.20157895,10.19368421,9.97,0.008580117,1.947368421,1,18110.73684,0.894736842,Mouhamadou FALL,1138.013621,1,9,0
2018,23,10.30714286,10.21285714,10.12,0.002257143,3,2,18608.85714,1,Mustaqeem WILLIAMS,1144.561396,4,9,0
2019,24,10.37833333,10.19666667,10.08,0.003946667,3.5,1,16845,0.5,Mustaqeem WILLIAMS,1144.561396,3,9,0
2015,21,10.73,10.28,10.28,0,1,1,29380,0,M¨¦ba Micka?l ZEZE,1138.013621,2,9,0
2016,22,10.41,10.23,10.21,0.0008,2.5,2,20595,1,M¨¦ba Micka?l ZEZE,1138.013621,1,9,0
2017,23,10.40333333,10.22333333,10.19,0.001233333,1,1,19733.66667,0.666666667,M¨¦ba Micka?l ZEZE,1138.013621,5,9,0
2018,24,10.37166667,10.21,10.13,0.00388,2.166666667,1,18763.66667,0.833333333,M¨¦ba Micka?l ZEZE,1138.013621,4,9,0
2021,27,10.2,10.18166667,10.03,0.008776667,2.666666667,1,16412.5,0.833333333,M¨¦ba Micka?l ZEZE,1138.013621,1,9,0
2006,21,10.435,10.2625,10.25,9.17E-05,1.25,1,26066,0.5,Naoki TSUKAHARA,1127.759152,3,9,0
2007,22,10.23666667,10.22,10.2,0.0003,1.333333333,1,18995.66667,1,Naoki TSUKAHARA,1127.759152,2,9,0
2008,23,10.205,10.195,10.16,0.00245,5,3,15933,1,Naoki TSUKAHARA,1127.759152,1,9,0
2009,24,10.285,10.183,10.09,0.005445556,2,1,15785.2,0.9,Naoki TSUKAHARA,1127.759152,4,9,0
2010,25,10.3,10.3,10.3,0,1,1,33876,1,Naoki TSUKAHARA,1127.759152,3,9,0
2012,27,10.38,10.25,10.25,0,4,4,23770,1,Naoki TSUKAHARA,1127.759152,1,9,0
2014,29,10.35,10.28,10.28,0,2,2,29380,1,Naoki TSUKAHARA,1127.759152,3,9,0
